id,titulaire-sexe,titulaire-soutien-simplifie,n_sentences,mean_sent_len,std_sent_len,mean_word_len,pron_1sg_rate,pron_1pl_rate,modal_rate,adj_rate,flesch_fr,msttr
EL196_L_1993_03_078_11_2_PF_02,homme,Gauche gouvernementale (PS/MRG/MDC),6,58.166666666666664,104.21838715995474,5.042979942693409,5.444126074498568,0.8595988538681949,1.4326647564469914,10.601719197707736,-5.3549259789875805,0.8
EL196_L_1993_03_078_12_2_PF_01,homme,Droite parlementaire (RPR/UDF),7,32.142857142857146,35.89838265926503,5.337777777777778,0.4444444444444444,0.4444444444444444,0.0,8.88888888888889,11.14655555555558,0.8969072164948454
EL196_L_1993_03_078_12_2_PF_02,femme,Non mentionné,5,59.8,104.76144328902689,4.481605351170568,2.0066889632107023,2.0066889632107023,2.341137123745819,7.357859531772576,5.74915384615386,0.8387096774193549
EL196_L_1993_03_078_02_2_PF_01,homme,Droite parlementaire (RPR/UDF),5,31.2,51.011371281313345,5.282051282051282,0.0,1.282051282051282,0.641025641025641,15.384615384615385,17.28071794871795,0.8955223880597015
EL196_L_1993_03_078_02_2_PF_02,homme,Non mentionné,4,58.5,87.06463116558871,5.115384615384615,2.9914529914529915,2.564102564102564,1.7094017094017095,8.974358974358974,-11.529636752136724,0.868421052631579
EL196_L_1993_03_078_03_2_PF_01,homme,Droite parlementaire (RPR/UDF),3,86.33333333333333,83.92986490053597,5.138996138996139,3.088803088803089,2.7027027027027026,0.7722007722007722,7.335907335907336,-34.08007078507073,0.8969072164948454
EL196_L_1993_03_078_05_2_PF_01,homme,Droite parlementaire (RPR/UDF),4,115.75,113.81866059658232,5.133909287257019,1.7278617710583155,0.8639308855291578,0.6479481641468683,9.503239740820735,-64.52167116630667,0.72
EL196_L_1993_03_078_05_2_PF_02,homme,Non mentionné,11,143.63636363636363,431.8228325108411,4.686075949367089,0.7594936708860759,1.0759493670886076,1.7721518987341773,8.227848101265822,-87.01571921749132,0.875
EL196_L_1993_03_078_07_2_PF_01,homme,Droite parlementaire (RPR/UDF),8,37.25,55.01988276977696,4.805369127516778,5.033557046979865,2.013422818791946,0.6711409395973155,11.409395973154362,18.03957214765103,0.92
EL196_L_1993_03_078_07_2_PF_02,homme,Non mentionné,1,272.0,0.0,4.650735294117647,4.044117647058823,0.3676470588235294,1.1029411764705883,9.926470588235293,-217.36235294117643,0.9090909090909092
EL196_L_1993_03_078_08_2_PF_01,homme,Ambigu,4,72.25,117.07129238203531,4.660899653979238,1.384083044982699,1.7301038062283738,1.384083044982699,11.072664359861593,-11.241708477508638,0.89
EL196_L_1993_03_078_08_2_PF_02,homme,Front national,2,375.0,362.0,4.998666666666667,0.4,1.0666666666666667,0.9333333333333335,10.266666666666667,-328.18499999999995,0.8866666666666667
EL196_L_1993_03_078_09_2_PF_01,homme,Droite parlementaire (RPR/UDF),13,29.846153846153847,67.1723914827721,4.979381443298969,1.2886597938144329,0.25773195876288657,0.7731958762886598,10.56701030927835,16.796875495638403,0.9
EL196_L_1993_03_079_01_2_PF_01,homme,Non mentionné,2,261.0,86.0,4.867816091954023,2.490421455938697,3.256704980842912,1.9157088122605364,11.11111111111111,-213.01078544061298,0.82
EL196_L_1993_03_079_01_2_PF_02,homme,Gauche gouvernementale (PS/MRG/MDC),4,85.5,130.5497989274591,5.081871345029239,1.7543859649122806,1.1695906432748537,1.1695906432748537,11.11111111111111,-35.590687134502915,0.91
EL196_L_1993_03_079_02_2_PF_01,femme,Non mentionné,4,128.25,192.9642130033442,4.912280701754386,3.1189083820662766,0.5847953216374269,0.9746588693957114,9.35672514619883,-76.97336013645221,0.79
EL196_L_1993_03_079_02_2_PF_02,homme,Droite parlementaire (RPR/UDF),5,63.4,82.81932141716689,4.517350157728707,2.5236593059936907,0.6309148264984227,0.9463722397476341,10.410094637223976,-2.9257634069400353,0.8
EL196_L_1993_03_079_04_2_PF_01,homme,Droite parlementaire (RPR/UDF),6,83.66666666666667,171.63300640870008,5.410358565737051,0.796812749003984,2.589641434262948,0.5976095617529881,14.143426294820719,-43.59497343957504,0.91
EL196_L_1993_03_080_01_2_PF_01,homme,Non mentionné,5,92.0,130.35796868622953,5.067391304347826,1.5217391304347827,3.260869565217391,1.956521739130435,9.782608695652174,-42.69999999999999,0.89
EL196_L_1993_03_080_01_2_PF_02,homme,Droite parlementaire (RPR/UDF),6,57.333333333333336,54.89889697333534,4.912790697674419,4.069767441860465,0.5813953488372093,1.1627906976744187,10.755813953488373,-8.877054263565867,0.87
